,학교명,Latitude,Longitude,건물등급,인적등급,재난등급,공사등급,간접등급,재산등급,people_scope,property_scope,indirect_scope,construction_scope,disaster_scope
238,전주한들초등학교 교사동,35.8210843,127.1170512,80,2.0,0,0,0,9.0,3613,314526000,0,0,0
239,전주호성중학교 교사1동(본관),35.864208399999995,127.1571452,70,1.0,0,0,2,10.0,635,544122000,1,0,0
240,전주화산초등학교 교사1,35.809527200000005,127.12958300000001,80,4.0,0,0,0,10.0,7952,720429000,0,0,0
241,전주화산초등학교 교사2,35.809527200000005,127.12958300000001,80,4.0,0,0,0,10.0,7952,855571000,0,0,0
242,전주효림초등학교,35.80280629999999,127.1135321,70,4.0,0,0,0,2.0,6202,20655000,0,0,0
243,전주효문초등학교 교사,35.80280629999999,127.1135321,70,5.0,0,0,0,3.0,9538,26418000,0,0,0
244,전주효자초등학교 교사동1,35.8032999,127.12274029999999,70,2.0,0,5,0,8.0,3083,216568000,0,1,0
245,전주효정중학교 교사,35.806979,127.13329640000002,70,6.0,0,0,0,9.0,17000,260100000,0,0,0
246,전주효정중학교 다목적교실(강당),35.806979,127.13329640000002,70,6.0,0,0,0,9.0,17000,242760000,0,0,0
247,하수처리장,35.876380700000006,127.1045033,70,1.0,10,0,0,4.0,267,34150000,0,0,1
248,한국전통문화고등학교 강당,35.7725319,127.09781219999999,80,5.0,0,0,0,6.0,9312,74970000,0,0,0
249,한국전통문화고등학교 기숙사및급식실,35.7725319,127.09781219999999,80,5.0,0,0,0,4.0,9312,50626800,0,0,0
250,한국전통문화고등학교 본관동,35.7725319,127.09781219999999,80,5.0,0,0,0,6.0,9312,74970000,0,0,0
251,농수산물도매시장(수산동),35.8673984,127.1175166,70,8.0,0,0,0,4.0,29990,32240000,0,0,0
252,화산체육관(종합관),35.8213814,127.1242777,70,4.0,0,0,0,7.0,6342,92820000,0,0,0
253,화산체육관(빙상장),35.8213814,127.1242777,70,4.0,0,0,0,7.0,6342,92820000,0,0,0
254,전북대학교병원 본관동,35.8471872,127.14058940000001,70,10.0,0,0,8,1.0,164480,1190000,7,0,0
255,전주종합운동장,35.8382206,127.12516200000002,80,2.0,0,0,0,4.0,3972,38080000,0,0,0
256,전주실내체육관,35.844182,127.12927759999998,80,10.0,0,0,10,4.0,121146,36240400,38,0,0
257,전주실내수영장,35.84033370000001,127.1255937,80,2.0,0,0,0,4.0,3972,51430400,0,0,0
258,전주완산실내수영장,35.802620000000005,127.10605659999999,70,1.0,0,0,0,4.0,1780,50626800,0,0,0
259,농수산물도매시장(청과동),35.8688054,127.11802479999999,70,6.0,0,0,0,4.0,12460,36240400,0,0,0
260,국립전주박물관,35.801030499999996,127.0901371,70,1.0,0,0,0,4.0,1172,45511200,0,0,0
261,전북대학교병원 응급센터,35.8471872,127.14058940000001,70,10.0,0,0,8,1.0,164480,803600,7,0,0
262,진료지원센터 및 암센터,35.8471872,127.14058940000001,70,10.0,0,0,8,1.0,164480,1215000,7,0,0
263,농업과학관,35.8322059,127.05672549999998,70,1.0,0,0,0,1.0,254,6990000,0,0,0
264,노인보건의료센터 및 권역응급센터,35.8471872,127.14058940000001,70,10.0,0,0,8,1.0,164480,1180000,7,0,0
265,어린이병원 및 호흡기질환전문센터,35.8471872,127.14058940000001,60,10.0,0,0,8,1.0,164480,1215000,7,0,0
266,국립무형유산원,35.8101967,127.1606098,70,1.0,0,0,0,8.0,2158,164934000,0,0,0
267,국민연금공단,35.8333833,127.1217053,70,1.0,0,10,0,5.0,191,64735000,0,2,0
268,한국토지주택공사 전북지역본부 사옥한국토지주택공사 전북지역본부,35.80743270000001,127.1049361,70,2.0,0,0,0,9.0,3556,226098000,0,0,0
269,전라북도청사,35.8197638,127.1081298,70,5.0,0,0,0,7.0,8235,104832000,0,0,0
270,전주월드컵경기장,35.8650602,127.06367309999999,70,2.0,0,0,0,1.0,3369,11232000,0,0,0
271,전북 전주시 덕진구 전주천동로 498,35.8365218,127.1310205,90,8.0,0,0,2,,36964,662688000,1,0,0
272,전북 전주시 덕진구 전주천동로 500-1,35.836566,127.1312712,100,2.0,0,0,2,,3852,670176000,1,0,0
273,전북 전주시 덕진구 기린대로 398,35.8376269,127.1325348,90,9.0,0,5,0,,56598,182417200,0,1,0
274,전북 전주시 덕진구 기린대로 400-29,35.8381581,127.13269950000002,90,9.0,0,5,0,,46548,200900000,0,1,0
275,전북 전주시 덕진구 기린대로 400-63,35.8383123,127.1329723,100,7.0,0,5,0,,21867,137915400,0,1,0
276,전라북도 전주시 덕진구 백제대로 639,35.8429961,127.1393284,90,6.0,0,5,6,,16560,73611500,4,1,0
277,전북 전주시 덕진구 조경단로 100,35.8432105,127.13906159999999,100,6.0,0,5,4,,15712,69356500,3,1,0
278,전북 전주시 덕진구 건지3길 10-6,35.8449406,127.14480470000001,90,1.0,0,0,4,,1181,57442500,2,0,0
279,전북 전주시 덕진구 백동5길 18 1층,35.8475299,127.15025449999999,90,3.0,0,0,4,,4387,81696000,2,0,0
280,전북 전주시 덕진구 인교9길 8,35.8257236,127.17376029999998,90,1.0,0,0,4,,1863,130986800,3,0,0
281,전라북도 전주시 완산구 마당재2길 17-6,35.820592700000006,127.16039860000001,100,1.0,0,0,0,,1368,206793000,0,0,0
282,전라북도 전주시 완산구 낙수정2길 9-12,35.8156191,127.16179550000001,100,2.0,0,0,0,,2772,152684000,0,0,0
283,전라북도 전주시 완산구 간납대2길 16,35.8167225,127.1579606,90,3.0,0,5,0,,3990,155094800,0,1,0
